project_name,package_name,class_name,BrainMethod,ClassDataShouldBePrivate,ComplexClass,DataClass,DispersedCoupling,FeatureEnvy,GodClass,IntensiveCoupling,LazyClass,LongMethod,LongParameterList,MessageChain,RefusedBequest,ShotgunSurgery,SpaghettiCode,SpeculativeGenerality
java-design-patterns-master,abstractextensions,SoldierExtension,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,abstractextensions,UnitExtension,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,java,App,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,units,CommanderUnit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,units,SergeantUnit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,units,SoldierUnit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,units,Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,java,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,concreteextensions,CommanderTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,concreteextensions,SergeantTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,concreteextensions,SoldierTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,units,CommanderUnitTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,units,SergeantUnitTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,units,SoldierUnitTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,units,UnitTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,DwarvenCartOperator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,DwarvenGoldDigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,DwarvenGoldmineFacade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,DwarvenMineWorker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
java-design-patterns-master,facade,DwarvenTunnelDigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,DwarvenGoldmineFacadeTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,DwarvenGoldmineFacadeTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factory,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factory,Coin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factory,CoinFactory,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factory,CopperCoin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factory,GoldCoin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factory,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factory,CoinFactoryTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,Axe,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,Bow,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,Builder,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,Spear,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,Sword,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,Weapon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,WeaponFactory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,app,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,FactoryKitTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,method,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,method,Blacksmith,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,method,ElfBlacksmith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,method,OrcBlacksmith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,method,Weapon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,method,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,method,FactoryMethodTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,fanin,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,fanin,Consumer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,fanin,FanOutFanIn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,fanin,SquareNumberRequest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,fanin,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,fanin,FanOutFanInTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,fanin,SquareNumberRequestTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,featuretoggle,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,propertiesversion,PropertiesFeatureToggleVersion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,pattern,Service,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,tieredversion,TieredFeatureToggleVersion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,user,User,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,user,UserGroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,propertiesversion,PropertiesFeatureToggleVersionTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,tieredversion,TieredFeatureToggleVersionTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,user,UserGroupTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filterer,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,Filterer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,threat,ProbabilisticThreatAwareSystem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,threat,ProbableThreat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,threat,SimpleProbabilisticThreatAwareSystem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,threat,SimpleProbableThreat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
java-design-patterns-master,threat,SimpleThreat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,threat,SimpleThreatAwareSystem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,threat,Threat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,threat,ThreatAwareSystem,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,filterer,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,threat,SimpleProbabilisticThreatAwareSystemTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,threat,SimpleThreatAwareSystemTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,app,App,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,fluentiterable,FluentIterable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,lazy,DecoratingIterator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
java-design-patterns-master,lazy,LazyFluentIterable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,simple,SimpleFluentIterable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,app,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,fluentiterable,FluentIterableTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
java-design-patterns-master,lazy,LazyFluentIterableTest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,simple,SimpleFluentIterableTest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,action,Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
java-design-patterns-master,action,ContentAction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,action,MenuAction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,app,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,dispatcher,Dispatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,store,ContentStore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,store,MenuStore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,store,Store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
java-design-patterns-master,view,ContentView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,view,MenuView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,view,View,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,action,ContentTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,action,MenuItemTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,app,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,dispatcher,DispatcherTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,store,ContentStoreTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,store,MenuStoreTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,view,ContentViewTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,view,MenuViewTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,flyweight,AlchemistShop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,flyweight,App,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,flyweight,HealingPotion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,flyweight,HolyWaterPotion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,flyweight,InvisibilityPotion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,flyweight,PoisonPotion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,flyweight,Potion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,flyweight,PotionFactory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,flyweight,StrengthPotion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,flyweight,AlchemistShopTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,flyweight,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,ApplicationException,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,ArcherCommand,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,controller,ArcherView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,CatapultCommand,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,controller,CatapultView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,Command,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,controller,Dispatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,ErrorView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,FrontController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,UnknownCommand,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,controller,View,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,controller,ApplicationExceptionTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,CommandTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,DispatcherTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,FrontControllerTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,utils,InMemoryAppender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,controller,ViewTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,composition,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,composition,FunctionComposer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,composition,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,composition,FunctionComposerTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,Bullet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,FixedStepGameLoop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,FrameBasedGameLoop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,GameController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,GameLoop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
java-design-patterns-master,gameloop,VariableStepGameLoop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,FixedStepGameLoopTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,FrameBasedGameLoopTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,GameControllerTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,GameLoopTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gameloop,VariableStepGameLoopTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gateway,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gateway,ExternalServiceA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gateway,ExternalServiceB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gateway,ExternalServiceC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gateway,Gateway,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,gateway,GatewayFactory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gateway,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,gateway,ServiceFactoryTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,suspension,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,suspension,GuardedQueue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,suspension,GuardedQueueTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,halfsynchalfasync,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,halfsynchalfasync,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,halfsynchalfasync,AsynchronousService,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,halfsynchalfasync,AsyncTask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,halfsynchalfasync,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,halfsynchalfasync,AsynchronousServiceTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,check,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,check,AsynchronousHealthChecker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,check,CpuHealthIndicator,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,check,CustomHealthIndicator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,check,DatabaseTransactionHealthIndicator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,check,GarbageCollectionHealthIndicator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,check,HealthCheck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,check,HealthCheckInterruptedException,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,check,HealthCheckRepository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,check,MemoryHealthIndicator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,check,RetryConfig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,java,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,java,AsynchronousHealthCheckerTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,java,CpuHealthIndicatorTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,java,CustomHealthIndicatorTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,java,CustomHealthIndicatorTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,java,DatabaseTransactionHealthIndicatorTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,java,GarbageCollectionHealthIndicatorTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,java,HealthCheckRepositoryTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,java,HealthEndpointIntegrationTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,java,MemoryHealthIndicatorTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,java,RetryConfigTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,administration,ConsoleAdministration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,administration,ConsoleAdministrationSrv,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,administration,ConsoleAdministrationSrvImpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,hexagonal,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,banking,InMemoryBank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,banking,MongoBank,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,banking,WireTransfers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,database,InMemoryTicketRepository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,database,LotteryTicketRepository,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,database,MongoTicketRepository,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,domain,LotteryAdministration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryConstants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryNumbers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryNumbers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryService,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryTicketCheckResult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryTicketId,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryUtils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,eventlog,LotteryEventLog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,eventlog,MongoEventLog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,eventlog,StdOutEventLog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,module,LotteryModule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,module,LotteryTestingModule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,mongo,MongoConnectionPropertiesLoader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,sampledata,SampleData,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,service,ConsoleLottery,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,service,LotteryConsoleService,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,service,LotteryConsoleServiceImpl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,hexagonal,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,banking,InMemoryBankTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,banking,MongoBankTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,database,InMemoryTicketRepositoryTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,database,MongoTicketRepositoryTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryNumbersTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryTicketCheckResultTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryTicketIdTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,LotteryTicketTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,PlayerDetailsTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,eventlog,MongoEventLogTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,test,LotteryTestUtils,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
java-design-patterns-master,identitymap,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,identitymap,IdentityMap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,identitymap,IdNotFoundException,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,identitymap,Person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,identitymap,PersonDbSimulator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,identitymap,PersonDbSimulatorImplementation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,identitymap,PersonFinder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,identitymap,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,identitymap,IdentityMapTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,identitymap,PersonDbSimulatorImplementationTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,identitymap,PersonFinderTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,identitymap,PersonTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,AbstractFilter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
java-design-patterns-master,filter,AddressFilter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,Client,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,ContactFilter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,DepositFilter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,Filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,FilterChain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,FilterManager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,NameFilter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,Order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,OrderFilter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,filter,Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
